date_id,date,E16,E17,E2,M14,M16,M18,V1,V11,V2,V3,V4,forward_returns,risk_free_rate,market_forward_excess_returns,split
6970,2019-01-31,1.14658789377624,1.30344276650271,1.67903596293102,-0.592722130996322,0.942460317460317,0.984126984126984,0.994708994708995,0.985449735449735,1.0,0.986772486772487,0.997354497354497,0.0011448662736484,3.98809523809e-05,0.0007970095958887,0
6971,2019-02-01,1.14512425602908,1.30337117595073,1.73229183768641,-0.59198436418803,0.943121693121693,0.984457671957672,0.986772486772487,0.976851851851852,1.0,0.962962962962963,0.999338624338624,0.0047375946370835,4.00793650793e-05,0.0043901863720223,0
6972,2019-02-02,1.12046702306335,2.31194597511257,1.79901274177951,-0.591347288707929,0.943783068783069,0.98478835978836,0.970899470899471,0.983465608465608,1.0,0.946428571428571,1.0,0.0060160152769299,3.96031746031e-05,0.0056685078055195,0
6973,2019-02-03,1.11905181139782,2.30838398479234,1.81927305389222,-0.591222137007997,0.944444444444444,0.985119047619048,0.972883597883598,0.972883597883598,0.998015873015873,0.960978835978836,0.999338624338624,0.0014141985038158,3.88095238095e-05,0.0010674489689133,0
6974,2019-02-04,1.11763890545099,2.30483546593301,1.72046248549049,-0.59051913706707,0.94510582010582,0.985449735449735,0.972883597883598,0.96957671957672,0.994708994708995,0.986111111111111,1.0,-0.007182052698649,3.90873015873e-05,-0.0075291514399007,0
6975,2019-02-05,1.11622829647527,2.30130033000787,1.75513843326536,-0.589309752449931,0.945767195767196,0.985780423280423,0.973544973544973,0.970899470899471,1.0,0.986772486772487,0.999338624338624,0.0034138012988005,3.90079365079e-05,0.0030667065258028,0
6976,2019-02-06,1.11481997576486,2.29777848930529,1.74909619272871,-0.588524347720222,0.946428571428571,0.986111111111111,0.983465608465608,0.992063492063492,0.997354497354497,0.996693121693122,1.0,-0.0001215066917721,4.11904761904e-05,-0.0004707840044524,0
6977,2019-02-07,1.11341393465545,2.29426985691906,1.7268986222107,-0.588232452896696,0.947089947089947,0.986441798941799,0.990740740740741,0.974206349206349,0.994708994708995,0.963624338624339,1.0,-0.0011747072682888,4.05952380952e-05,-0.0015233774381119,0
6978,2019-02-08,1.11201016452395,2.29077434673893,1.85744167782619,-0.587356722891734,0.947751322751323,0.986772486772487,0.981481481481482,0.982804232804233,0.993386243386243,0.951058201058201,1.0,0.010665909809604,4.04761904761e-05,0.010317346782638,0
6979,2019-02-09,1.11053414376098,2.28523007344409,1.89542479457015,-0.587830851238541,0.948412698412698,0.987103174603175,0.986772486772487,0.994047619047619,0.998677248677249,0.986111111111111,1.0,0.003370651047607,4.04761904761e-05,0.0030221911952442,0
6980,2019-02-10,1.10906052146495,2.279717424665,1.90109559121703,-0.587676249854763,0.949074074074074,0.987433862433862,0.996031746031746,0.994708994708995,0.99537037037037,0.986772486772487,0.992724867724868,0.000479904054359,4.03968253968e-05,0.0001317378527898,0
6981,2019-02-11,1.10758928803153,2.27423608294141,1.83282518916261,-0.587975981285977,0.94973544973545,0.98776455026455,0.994708994708995,0.990079365079365,0.991402116402116,0.958333333333333,0.994708994708995,-0.0003197824196604,4.03968253968e-05,-0.0006682502085312,0
6982,2019-02-12,1.10612043390275,2.26878573526327,1.85210077207486,-0.587660996082709,0.950396825396825,0.988095238095238,0.992724867724868,0.988095238095238,0.987433862433862,0.973544973544973,0.987433862433862,0.0013461654047464,4.07936507936e-05,0.0009973444412724,0
6983,2019-02-13,1.10465394956663,2.26336607299057,1.86626965421191,-0.58762559921545,0.951058201058201,0.988425925925926,0.990740740740741,0.979497354497355,0.983465608465608,0.918650793650794,0.993386243386243,0.00212689137367,4.00793650793e-05,0.0017787331086088,0
6984,2019-02-14,1.10318982555691,2.2579767917751,1.87588678403773,-0.587959263622506,0.951719576719577,0.988756613756614,0.980820105820106,0.978835978835979,0.978174603174603,0.880291005291005,0.994708994708995,0.0010011212175469,3.96825396825e-05,0.0006535185080412,0
6985,2019-02-15,1.1017280524527,2.25261759148381,1.87941896068164,-0.58750419583549,0.952380952380952,0.989087301587302,0.975529100529101,0.986772486772487,0.976190476190476,0.98478835978836,0.953703703703704,0.0003600428109227,4.03968253968e-05,1.18766093535e-05,0
6986,2019-02-16,1.10026862087822,2.2472881761239,1.83673148814599,-0.587199204686478,0.953042328042328,0.989417989417989,0.982804232804233,0.986772486772487,0.968915343915344,0.933201058201058,0.951058201058201,-0.0026793568893198,4.04761904761e-05,-0.0030275707099366,0
6987,2019-02-17,1.09881152150248,2.2419882537695,1.84072329869752,-0.586747880807764,0.953703703703704,0.989748677248677,0.983465608465608,0.990740740740741,0.986111111111111,0.974867724867725,0.966931216931217,0.0002004892768536,4e-05,-0.0001477245437631,0
6988,2019-02-18,1.097356745039,2.23671753648993,1.80911638751242,-0.586225508118961,0.954365079365079,0.990079365079365,0.991402116402116,0.997354497354497,0.998015873015873,0.999338624338624,0.968915343915344,-0.0020445798902772,3.98015873015e-05,-0.0023924881553385,0
6989,2019-02-19,1.09590428224547,2.23147574027954,1.80700280190925,-0.5861875377881,0.955026455026455,0.990410052910053,0.998015873015873,0.996693121693122,0.996031746031746,0.980820105820106,0.965608465608466,0.0006025792883779,3.96031746031e-05,0.0002551789598246,0
6990,2019-02-20,1.09445412392351,2.22626258498898,1.85522888339948,-0.586556226289668,0.955687830687831,0.990740740740741,0.998015873015873,0.996031746031746,0.993386243386243,0.974867724867725,0.975529100529101,0.0038943311173083,4.13888888888e-05,0.0035452561855804,0
6991,2019-02-21,1.09300626091833,2.22107779425803,1.86680324812488,-0.586989218620127,0.956349206349206,0.991071428571429,0.996693121693122,0.994708994708995,0.991402116402116,0.988756613756614,0.973544973544973,0.0011997600928137,4.11904761904e-05,0.0008508359547366,0
6992,2019-02-22,1.0915606841185,2.21592109544976,1.90979730976264,-0.587444801037607,0.957010582010582,0.991402116402116,0.996031746031746,0.997354497354497,0.993386243386243,0.972883597883598,0.962301587301587,0.0035150788096443,4.0873015873e-05,0.0031661070525195,0
6993,2019-02-23,2.08384693253955,2.98914020822713,1.95540928490335,-0.5878143740866,0.957671957671958,0.991732804232804,0.998677248677249,0.996693121693122,0.989417989417989,0.992063492063492,0.963624338624339,0.004338653730024,4.07936507936e-05,0.0039899399094072,0
6994,2019-02-24,2.07958118532391,2.97830419134377,1.97907734026856,-0.588700349027454,0.958333333333333,0.992063492063492,0.998015873015873,0.998015873015873,0.994708994708995,0.992724867724868,0.974867724867725,0.0021401394061084,4.01984126984e-05,0.0017922351093012,0
6995,2019-02-25,2.07533566072016,2.96756957342177,1.99164071048223,-0.589032580525145,0.958994708994709,0.99239417989418,0.999338624338624,0.999338624338624,0.999338624338624,0.992724867724868,0.986111111111111,0.0011864273166024,4.10714285714e-05,0.0008375547658269,0
